Player Name,Nation,Position,Age,Matches Played,Playing Time_Starts,Minutes Played,Yellow Cards,Red Cards,Goals,Assists,Goals+Assists,xG,xAG,npxG + xAG,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_xG,Per 90 Minutes_xAG,Team,League_Previous_Season
Djed Spence,eng ENG,DF,23.0,25.0,19,1792.0,4.0,1.0,1.0,2.0,3.0,0.6,1.8,2.3,0.05,0.1,0.15,0.03,0.09,Tottenham-Hotspur,English Premier League
Archie Gray,eng ENG,"DF,MF",18.0,28.0,19,1751.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.01,Tottenham-Hotspur,English Premier League
Cristian Romero,ar ARG,DF,26.0,18.0,18,1416.0,3.0,0.0,1.0,0.0,1.0,1.6,0.6,2.2,0.06,0.0,0.06,0.1,0.04,Tottenham-Hotspur,English Premier League
Yves Bissouma,ml MLI,MF,27.0,28.0,16,1408.0,7.0,0.0,2.0,0.0,2.0,0.6,0.3,0.9,0.13,0.0,0.13,0.04,0.02,Tottenham-Hotspur,English Premier League
Ben Davies,wls WAL,DF,31.0,17.0,14,1331.0,5.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.02,0.01,Tottenham-Hotspur,English Premier League
Radu Drăgușin,ro ROU,DF,22.0,16.0,14,1252.0,1.0,0.0,0.0,0.0,0.0,0.1,0.4,0.5,0.0,0.0,0.0,0.01,0.03,Tottenham-Hotspur,English Premier League
Micky van de Ven,nl NED,DF,23.0,13.0,12,1015.0,4.0,0.0,0.0,2.0,2.0,0.6,1.2,1.7,0.0,0.18,0.18,0.05,0.1,Tottenham-Hotspur,English Premier League
Lucas Bergvall,se SWE,MF,18.0,27.0,11,1212.0,3.0,0.0,0.0,1.0,1.0,0.7,0.6,1.3,0.0,0.07,0.07,0.05,0.04,Tottenham-Hotspur,English Premier League
Mathys Tel,fr FRA,FW,19.0,13.0,11,911.0,2.0,0.0,2.0,1.0,3.0,3.0,2.6,4.7,0.2,0.1,0.3,0.29,0.25,Tottenham-Hotspur,English Premier League
Wilson Odobert,fr FRA,"FW,MF",19.0,16.0,9,850.0,0.0,0.0,1.0,0.0,1.0,1.6,1.0,2.6,0.11,0.0,0.11,0.17,0.1,Tottenham-Hotspur,English Premier League
Kevin Danso,at AUT,DF,25.0,10.0,9,842.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.5,0.0,0.0,0.0,0.04,0.01,Tottenham-Hotspur,English Premier League
Fraser Forster,eng ENG,GK,36.0,7.0,7,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur,English Premier League
Antonín Kinský,cz CZE,GK,21.0,6.0,6,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.01,Tottenham-Hotspur,English Premier League
Timo Werner,de GER,"FW,MF",28.0,18.0,4,516.0,0.0,0.0,0.0,3.0,3.0,1.0,2.5,3.5,0.0,0.52,0.52,0.17,0.44,Tottenham-Hotspur,English Premier League
Richarlison,br BRA,FW,27.0,15.0,4,504.0,2.0,0.0,4.0,1.0,5.0,3.7,0.9,4.6,0.71,0.18,0.89,0.66,0.16,Tottenham-Hotspur,English Premier League
Mikey Moore,eng ENG,FW,16.0,10.0,3,366.0,0.0,0.0,0.0,1.0,1.0,0.2,0.3,0.5,0.0,0.25,0.25,0.05,0.08,Tottenham-Hotspur,English Premier League
Sergio Reguilón,es ESP,DF,27.0,4.0,1,196.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.01,Tottenham-Hotspur,English Premier League
Brandon Austin,eng ENG,GK,25.0,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur,English Premier League
Dane Scarlett,eng ENG,"FW,MF",20.0,3.0,0,34.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0,2.65,2.65,0.09,0.12,Tottenham-Hotspur,English Premier League
Alfie Dorrington,eng ENG,DF,19.0,1.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur,English Premier League
Will Lankshear,eng ENG,"FW,MF",19.0,3.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur,English Premier League
Max Kilman,eng ENG,DF,27.0,38.0,38,3348.0,5.0,0.0,0.0,1.0,1.0,1.6,1.2,2.8,0.0,0.03,0.03,0.04,0.03,West-Ham-United,English Premier League
Aaron Wan-Bissaka,eng ENG,DF,26.0,36.0,35,3154.0,1.0,0.0,2.0,5.0,7.0,1.2,3.5,4.7,0.06,0.14,0.2,0.03,0.1,West-Ham-United,English Premier League
Jarrod Bowen,eng ENG,"FW,MF",27.0,34.0,34,2973.0,1.0,0.0,13.0,8.0,21.0,8.6,6.8,14.7,0.39,0.24,0.64,0.26,0.21,West-Ham-United,English Premier League
Mohammed Kudus,gh GHA,"FW,MF",23.0,32.0,31,2590.0,2.0,1.0,5.0,3.0,8.0,6.9,3.1,10.0,0.17,0.1,0.28,0.24,0.11,West-Ham-United,English Premier League
Tomáš Souček,cz CZE,MF,29.0,35.0,30,2567.0,8.0,0.0,9.0,1.0,10.0,6.7,1.0,7.8,0.32,0.04,0.35,0.24,0.04,West-Ham-United,English Premier League
Lucas Paquetá,br BRA,"MF,FW",26.0,33.0,27,2380.0,10.0,0.0,4.0,0.0,4.0,5.3,3.1,6.8,0.15,0.0,0.15,0.2,0.12,West-Ham-United,English Premier League
Emerson Palmieri,it ITA,DF,29.0,31.0,26,2113.0,5.0,0.0,2.0,1.0,3.0,2.0,1.5,3.4,0.09,0.04,0.13,0.08,0.06,West-Ham-United,English Premier League
Alphonse Areola,fr FRA,GK,31.0,26.0,25,2260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United,English Premier League
Konstantinos Mavropanos,gr GRE,DF,26.0,33.0,21,2045.0,6.0,1.0,0.0,0.0,0.0,1.5,0.5,2.0,0.0,0.0,0.0,0.07,0.02,West-Ham-United,English Premier League
Jean-Clair Todibo,fr FRA,DF,24.0,27.0,20,1825.0,3.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.02,0.0,West-Ham-United,English Premier League
Edson Álvarez,mx MEX,MF,26.0,28.0,20,1772.0,9.0,1.0,0.0,1.0,1.0,0.4,0.8,1.2,0.0,0.05,0.05,0.02,0.04,West-Ham-United,English Premier League
Guido Rodríguez,ar ARG,MF,30.0,23.0,16,1149.0,6.0,0.0,0.0,1.0,1.0,0.2,0.2,0.4,0.0,0.08,0.08,0.02,0.01,West-Ham-United,English Premier League
Carlos Soler,es ESP,"MF,FW",27.0,31.0,14,1409.0,6.0,0.0,1.0,1.0,2.0,1.8,1.4,3.2,0.06,0.06,0.13,0.12,0.09,West-Ham-United,English Premier League
Łukasz Fabiański,pl POL,GK,39.0,14.0,13,1160.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United,English Premier League
James Ward-Prowse,eng ENG,MF,29.0,15.0,12,1039.0,2.0,0.0,1.0,1.0,2.0,1.6,1.9,3.6,0.09,0.09,0.17,0.14,0.17,West-Ham-United,English Premier League
Vladimír Coufal,cz CZE,DF,31.0,22.0,11,1067.0,5.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.03,0.06,West-Ham-United,English Premier League
Michail Antonio,jm JAM,FW,34.0,14.0,11,836.0,1.0,0.0,1.0,1.0,2.0,2.2,1.6,3.8,0.11,0.11,0.22,0.24,0.17,West-Ham-United,English Premier League
Aaron Cresswell,eng ENG,DF,34.0,18.0,10,824.0,3.0,0.0,0.0,0.0,0.0,0.2,1.3,1.6,0.0,0.0,0.0,0.03,0.15,West-Ham-United,English Premier League
Crysencio Summerville,nl NED,"FW,MF",22.0,19.0,7,786.0,2.0,0.0,1.0,1.0,2.0,1.6,1.7,3.3,0.11,0.11,0.23,0.19,0.19,West-Ham-United,English Premier League
Oliver Scarles,eng ENG,"DF,FW",18.0,15.0,7,665.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.01,0.01,West-Ham-United,English Premier League
Niclas Füllkrug,de GER,FW,31.0,18.0,6,790.0,2.0,0.0,3.0,2.0,5.0,2.2,1.9,4.1,0.34,0.23,0.57,0.25,0.22,West-Ham-United,English Premier League
Danny Ings,eng ENG,"FW,MF",32.0,15.0,1,284.0,0.0,0.0,1.0,2.0,3.0,2.3,1.3,3.5,0.32,0.63,0.95,0.72,0.41,West-Ham-United,English Premier League
Andy Irving,sct SCO,MF,24.0,10.0,1,166.0,2.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.0,0.0,0.0,0.06,0.13,West-Ham-United,English Premier League
Evan Ferguson,ie IRL,FW,19.0,8.0,1,156.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.9,0.0,0.0,0.0,0.32,0.17,West-Ham-United,English Premier League
Luis Guilherme,br BRA,"MF,FW",18.0,12.0,1,150.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.5,0.0,0.0,0.0,0.25,0.05,West-Ham-United,English Premier League
Lewis Orford,eng ENG,MF,18.0,2.0,0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,West-Ham-United,English Premier League
Kaelan Casey,eng ENG,DF,19.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United,English Premier League
Rayan Aït-Nouri,dz ALG,DF,23.0,37.0,37,3109.0,7.0,1.0,4.0,7.0,11.0,2.7,5.5,8.2,0.12,0.2,0.32,0.08,0.16,Wolverhampton-Wanderers,English Premier League
João Gomes,br BRA,MF,23.0,36.0,35,2974.0,11.0,1.0,3.0,1.0,4.0,2.9,1.2,4.1,0.09,0.03,0.12,0.09,0.04,Wolverhampton-Wanderers,English Premier League
Nélson Semedo,pt POR,DF,30.0,34.0,32,2886.0,8.0,0.0,0.0,4.0,4.0,0.9,2.8,3.7,0.0,0.12,0.12,0.03,0.09,Wolverhampton-Wanderers,English Premier League
André,br BRA,MF,23.0,33.0,31,2472.0,7.0,0.0,0.0,0.0,0.0,0.4,0.8,1.3,0.0,0.0,0.0,0.02,0.03,Wolverhampton-Wanderers,English Premier League
Toti Gomes,pt POR,DF,25.0,31.0,30,2614.0,7.0,0.0,0.0,1.0,1.0,0.7,0.9,1.7,0.0,0.03,0.03,0.03,0.03,Wolverhampton-Wanderers,English Premier League
Jørgen Strand Larsen,no NOR,FW,24.0,35.0,30,2587.0,4.0,0.0,14.0,4.0,18.0,10.3,3.0,13.3,0.49,0.14,0.63,0.36,0.1,Wolverhampton-Wanderers,English Premier League
José Sá,pt POR,GK,31.0,29.0,29,2609.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.01,Wolverhampton-Wanderers,English Premier League
Matheus Cunha,br BRA,"MF,FW",25.0,33.0,29,2597.0,4.0,0.0,15.0,6.0,21.0,8.6,7.7,16.4,0.52,0.21,0.73,0.3,0.27,Wolverhampton-Wanderers,English Premier League
Matt Doherty,ie IRL,DF,32.0,30.0,25,2109.0,6.0,0.0,2.0,1.0,3.0,1.0,1.5,2.6,0.09,0.04,0.13,0.04,0.07,Wolverhampton-Wanderers,English Premier League
Jean-Ricner Bellegarde,fr FRA,"MF,FW",26.0,35.0,20,1677.0,3.0,0.0,2.0,7.0,9.0,1.5,3.8,5.3,0.11,0.38,0.48,0.08,0.2,Wolverhampton-Wanderers,English Premier League
Santiago Bueno,uy URU,DF,25.0,29.0,18,1687.0,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.02,0.0,Wolverhampton-Wanderers,English Premier League
Emmanuel Agbadou,ci CIV,DF,27.0,16.0,16,1410.0,3.0,0.0,1.0,0.0,1.0,0.8,0.2,1.1,0.06,0.0,0.06,0.05,0.02,Wolverhampton-Wanderers,English Premier League
Mario Lemina,ga GAB,"MF,DF",30.0,17.0,15,1364.0,4.0,0.0,1.0,3.0,4.0,1.4,1.1,2.5,0.07,0.2,0.26,0.09,0.07,Wolverhampton-Wanderers,English Premier League
Marshall Munetsi,zw ZIM,"MF,FW",28.0,14.0,12,1078.0,0.0,0.0,2.0,1.0,3.0,3.3,1.8,5.1,0.17,0.08,0.25,0.28,0.15,Wolverhampton-Wanderers,English Premier League
Gonçalo Guedes,pt POR,"MF,FW",27.0,29.0,10,995.0,1.0,0.0,2.0,4.0,6.0,3.2,1.3,4.5,0.18,0.36,0.54,0.29,0.11,Wolverhampton-Wanderers,English Premier League
Craig Dawson,eng ENG,DF,34.0,15.0,10,971.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.05,0.0,Wolverhampton-Wanderers,English Premier League
Pablo Sarabia,es ESP,"MF,FW",32.0,23.0,7,814.0,3.0,0.0,3.0,2.0,5.0,2.9,1.8,4.6,0.33,0.22,0.55,0.32,0.19,Wolverhampton-Wanderers,English Premier League
Rodrigo Gomes,pt POR,"DF,FW",21.0,25.0,7,810.0,0.0,0.0,2.0,0.0,2.0,0.7,0.9,1.6,0.22,0.0,0.22,0.08,0.1,Wolverhampton-Wanderers,English Premier League
Sam Johnstone,eng ENG,GK,31.0,7.0,7,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers,English Premier League
Hwang Hee-chan,kr KOR,"MF,FW",28.0,21.0,5,661.0,0.0,0.0,2.0,0.0,2.0,0.8,0.1,0.9,0.27,0.0,0.27,0.11,0.02,Wolverhampton-Wanderers,English Premier League
Yerson Mosquera,co COL,DF,23.0,5.0,5,441.0,2.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.0,0.0,0.0,0.07,0.02,Wolverhampton-Wanderers,English Premier League
Tommy Doyle,eng ENG,MF,22.0,24.0,3,488.0,1.0,0.0,0.0,1.0,1.0,0.6,0.5,1.1,0.0,0.18,0.18,0.1,0.09,Wolverhampton-Wanderers,English Premier League
Daniel Bentley,eng ENG,GK,31.0,2.0,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers,English Premier League
Carlos Forbs,pt POR,"MF,FW",20.0,10.0,1,239.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.01,Wolverhampton-Wanderers,English Premier League
Pedro Lima,br BRA,DF,18.0,3.0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.09,Wolverhampton-Wanderers,English Premier League
Nasser Djiga,bf BFA,DF,21.0,5.0,1,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers,English Premier League
Daniel Podence,pt POR,"MF,FW",28.0,2.0,0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,Wolverhampton-Wanderers,English Premier League
Chiquinho,pt POR,MF,24.0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,Wolverhampton-Wanderers,English Premier League
Tom King,wls WAL,GK,29.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers,English Premier League
Alfie Pond,eng ENG,DF,20.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers,English Premier League
Boubacar Traoré,ml MLI,MF,22.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers,English Premier League
